ID,Name,Age,Nationality,Overall,Club,Preferred Foot,Weak Foot,Skill Moves,Position,Height(cm),Weight(kg),Kit Number
215455,B. Petković,27,Croatia,75,Dinamo Zagreb,Right,4,4,ST,193,88,9
243887,T. Mohr,26,Germany,73,FC Schalke 04,Left,4,3,LM,183,78,29
206114,K. Olsson,27,Sweden,73,RSC Anderlecht,Right,3,4,SUB,181,69,20
242916,Y. Sugawara,22,Japan,74,AZ Alkmaar,Right,3,3,RB,178,68,2
234894,E. Bohinen,23,Norway,72,US Salernitana 1919,Left,3,3,CDM,189,81,8
228336,22 F. Grillitsch,25,Austria,78,TSG Hoffenheim,Right,3,3,CB,187,77,11
189712,K. Strootman,32,Netherlands,73,Olympique de Marseille,Left,3,2,RES,186,78,28
221433,22 O. Govea,25,Mexico,70,SV Zulte Waregem,Right,4,3,SUB,174,74,10
221841,A. Armstrong,25,United Kingdom,74,Southampton,Right,4,3,LS,172,69,9
143587,22 F. Belluschi,37,Argentina,69,Newell's Old Boys,Right,5,3,SUB,173,78,5
209289,Kévin Rodrigues,28,Portugal,75,Adana Demirspor,Left,3,3,LB,170,70,77
232709,D. Batallini,26,Argentina,73,Club Atlético Independiente,Right,3,3,SUB,176,77,8
227222,F. Guilbert,27,France,78,Aston Villa,Right,3,3,RES,178,78,24
238988,M. Ullmann,26,Austria,72,Venezia FC,Left,4,2,SUB,180,65,31
186200,F. Borini,31,Italy,75,Fatih Karagümrük S.K.,Right,3,3,RW,180,73,16
241,14 R. Giggs,39,Wales,78,Manchester United,Left,2,3,RES,179,71,11
208596,A. Belotti,28,Italy,80,,Right,5,3,SUB,181,84,9
166074,Bebé,31,Cape Verde Islands,74,Rayo Vallecano,Right,4,3,SUB,190,83,10
211454,M. Elneny,29,Egypt,76,Arsenal,Right,3,3,SUB,179,72,25
212150,M. Meyer,26,Germany,71,Fenerbahçe SK,Right,4,4,RES,173,67,35
225951,D. Bouanga,27,Gabon,75,Los Angeles FC,Right,4,4,SUB,180,71,19
49072,15 D. Forlán,35,Uruguay,78,,Right,5,3,SUB,180,78,10
235794,E. Eze,24,United Kingdom,76,Crystal Palace,Right,3,4,CAM,178,67,10
221479,D. Calvert-Lewin,25,United Kingdom,80,Everton,Right,2,3,ST,187,71,9
232999,T. Adams,23,United States,76,Leeds United,Right,3,3,RDM,175,72,12
245660,19 K. Konaté,26,Côte d'Ivoire,74,,Right,4,3,SUB,177,75,11
223627,22 O. Al Somah,32,Syria,76,Al Ahli,Right,4,3,ST,190,86,9
183422,J. Howson,34,United Kingdom,71,Middlesbrough,Right,3,3,CDM,180,77,16
236822,G. Gudmundsson,23,Sweden,74,LOSC Lille,Left,3,3,SUB,181,72,5
225964,22 J. Carrascal,23,Colombia,74,PFC CSKA Moscow,Right,2,5,SUB,180,75,8
228813,Aleix García,25,Spain,73,Girona FC,Right,3,3,CDM,173,68,14
232883,G. Shibasaki,30,Japan,69,CD Leganés,Right,3,3,LDM,174,68,8
242087,H. Morita,27,Japan,76,Sporting CP,Right,2,2,SUB,177,69,5
204493,R. Holzhauser,29,Austria,71,Oud-Heverlee Leuven,Left,3,3,LF,192,84,10
245253,L. Barreiro Martins,22,Luxembourg,73,1. FSV Mainz 05,Right,3,3,SUB,174,68,8
239529,F. Onyeka,24,Nigeria,73,Brentford,Right,3,3,SUB,183,70,15
237223,J. Gressel,28,Germany,73,Vancouver Whitecaps FC,Right,4,3,RM,185,84,19
201887,D. Johnson,29,Jamaica,72,Preston North End,Left,3,3,LCM,174,67,10
217242,Y. Kubo,28,Japan,68,FC Cincinnati,Right,4,4,LCM,178,73,7
234078,O. Mangala,24,Belgium,75,Nottingham Forest,Right,3,3,SUB,178,80,5
241854,P. Schuurs,22,Netherlands,75,Ajax,Right,3,2,SUB,191,79,3
184716,J. Allen,32,Wales,71,Swansea City,Right,2,3,CDM,168,62,7
259564,22 J. Montecinos,25,Chile,73,Club Tijuana,Right,4,3,LM,170,69,10
183339,J. Berget,31,Norway,69,Malmö FF,Right,3,3,RW,186,81,32
207554,V. Claesson,30,Sweden,75,F.C. København,Right,3,3,LM,183,79,7
247827,M. Olise,20,France,76,Crystal Palace,Left,2,4,RM,178,68,7
226093,C. Adams,25,Scotland,76,Southampton,Right,3,3,RS,178,70,10
187702,O. El Kaddouri,31,Morocco,71,PAOK,Right,4,3,RES,185,74,7
221445,Wu Lei,30,China PR,73,RCD Espanyol de Barcelona,Right,3,3,SUB,174,66,7
188942,V. Wanyama,31,Kenya,75,Club de Foot Montréal,Right,3,2,LCM,188,79,2
212260,Hwang Ui Jo,29,Korea Republic,75,FC Girondins de Bordeaux,Right,4,3,SUB,185,82,18
246914,R. Rojas,26,Paraguay,75,River Plate,Right,3,2,SUB,176,75,2
230107,L. Coulibaly,26,Mali,73,US Salernitana 1919,Right,3,3,RCM,183,77,18
221737,22 Y. Moreno,26,Colombia,72,Pachuca,Left,3,3,RES,182,82,10
252802,W. Singo,21,Côte d'Ivoire,76,Torino F.C.,Right,2,2,RM,190,79,17
204709,D. Rubio,29,Chile,72,Colorado Rapids,Right,3,3,LCM,180,77,11
246562,D. Sorescu,24,Romania,69,Raków Częstochowa,Right,3,3,SUB,176,72,25
215108,J. Buffarini,33,Argentina,71,Club Atlético Talleres,Right,3,3,RB,170,74,8
258334,22 M. Káčer,27,Slovakia,71,FC Viktoria Plzeň,Right,3,2,SUB,172,75,66
45186,Joaquín,40,Spain,79,Real Betis Balompié,Right,3,4,SUB,179,75,17
236288,I. Mathew,25,Nigeria,68,Lillestrøm SK,Right,3,3,LCM,173,70,8
235944,Brais Méndez,25,Spain,77,Real Sociedad,Left,3,4,RW,187,76,23
199412,22 Sebá,29,Brazil,72,Al Shabab,Left,3,3,RES,182,73,92
222943,Jony,30,Spain,73,Real Sporting de Gijón,Left,3,3,LW,179,71,9
255934,J. Onana,22,Cameroon,73,FC Girondins de Bordeaux,Right,3,3,RCM,187,90,8
239910,A. Boupendza,25,Gabon,76,Al Shabab,Left,3,4,ST,180,79,9
241508,M. Damsgaard,21,Denmark,76,U.C. Sampdoria,Right,3,4,SUB,180,71,14
211857,Alex Muñoz,27,Spain,71,Levante Unión Deportiva,Left,3,2,LCB,187,80,28
201073,22 N. De Préville,30,France,72,FC Metz,Right,3,3,RS,178,78,9
241187,L. Geertruida,21,Netherlands,77,Feyenoord,Right,3,2,RB,185,73,3
242069,22 J. Sierra,24,Ecuador,71,Deportivo Toluca,Right,4,3,RCM,169,67,15
148403,Luíz Carlos,36,Brazil,71,FC Paços de Ferreira,Right,3,3,RCM,175,65,22
230084,L. Nmecha,23,Germany,78,VfL Wolfsburg,Right,4,3,ST,185,80,10
242204,C. Kouan Oulaï,22,Côte d'Ivoire,67,Perugia,Right,3,3,LCM,178,74,28
108080,20 S. Lichtsteiner,35,Switzerland,72,FC Augsburg,Right,3,3,SUB,182,76,2
259036,V. Korniienko,23,Ukraine,72,Shakhtar Donetsk,Left,2,2,LB,175,70,44
229071,K. Onisiwo,30,Austria,74,1. FSV Mainz 05,Right,3,3,RS,188,88,9
246870,E. Díaz,26,Argentina,74,Club Atlético Talleres,Left,2,3,LB,175,74,15
206085,J. Murphy,27,United Kingdom,73,Newcastle United,Right,4,3,SUB,179,74,23
221488,R. Hollingshead,31,United States,71,Los Angeles FC,Right,5,3,RB,185,82,24
213106,22 R. Sigurjónsson,31,Iceland,68,CFR Cluj,Right,4,3,SUB,178,83,8
266866,Éderson,22,Brazil,74,Atalanta,Right,3,3,SUB,183,86,13
222716,22 Everton,25,Brazil,79,SL Benfica,Right,3,4,LM,174,72,7
188537,L. Négo,31,Hungary,72,,Right,3,3,SUB,181,71,7
228415,L. Godoy,27,Argentina,75,Estudiantes de La Plata,Right,3,3,RB,173,70,29
247361,B. Aaronson,21,United States,74,Leeds United,Right,3,3,CAM,176,66,7
190456,N. Clyne,31,United Kingdom,74,Crystal Palace,Right,2,3,RB,175,67,17
251806,Q. Timber,21,Netherlands,72,Feyenoord,Right,4,3,SUB,179,71,27
191210,S. Corchia,31,France,72,FC Nantes,Right,3,3,RWB,175,67,24
158144,Salva Sevilla,38,Spain,75,Deportivo Alavés,Right,3,3,CDM,178,71,8
225174,D. Louiserre,27,France,69,En Avant de Guingamp,Right,3,3,RCM,172,63,4
184472,M. Olsson,34,Sweden,71,Malmö FF,Left,2,3,LB,180,78,13
238857,Wilson Manafá,27,Portugal,75,FC Porto,Right,4,3,SUB,175,72,18
207566,William Carvalho,30,Portugal,80,Real Betis Balompié,Right,4,3,SUB,187,79,14
169705,R. Bertrand,32,United Kingdom,74,Leicester City,Left,3,3,RES,179,85,5
225855,A. Bobichon,26,France,71,Angers SCO,Right,2,3,SUB,178,75,21
237221,J. Foyth,24,Argentina,79,Villarreal CF,Right,3,3,RB,187,69,8
213956,Adama Traoré,26,Spain,79,Wolverhampton Wanderers,Right,2,4,SUB,178,86,37
246618,A. Hložek,19,Czech Republic,77,Bayer 04 Leverkusen,Right,4,3,SUB,188,74,23
224520,R. Kent,25,United Kingdom,76,Rangers FC,Right,5,4,LW,172,65,14
205402,J. Boëtius,28,Netherlands,75,Hertha BSC,Right,4,4,SUB,179,73,10
269780,T. Roberts,29,Zimbabwe,78,AFC Richmond,Right,3,3,SUB,178,82,16
234948,L. Amani,24,Côte d'Ivoire,70,Royale Union Saint-Gilloise,Right,4,3,RCM,172,64,8
188955,G. Bou,32,Argentina,77,New England Revolution,Right,4,4,ST,175,72,7
205330,19 J. Louis,25,Haiti,69,Stade Malherbe Caen,Left,2,3,RES,171,74,34
185422,J. King,30,Norway,75,Fenerbahçe SK,Right,3,4,SUB,184,82,15
225071,B. Whiteman,26,United Kingdom,71,Preston North End,Right,3,3,CDM,185,68,4
211378,J. Irvine,29,Australia,70,FC St. Pauli,Right,3,3,LDM,189,70,22
212118,M. Grimes,26,United Kingdom,73,Swansea City,Left,5,3,LCM,179,70,8
215333,D. Zapata,31,Colombia,83,Atalanta,Right,4,3,ST,189,88,91
178509,O. Giroud,35,France,82,AC Milan,Left,3,3,ST,192,93,9
233556,R. Orsolini,25,Italy,76,Bologna,Left,4,4,SUB,183,73,7
255882,F. Díaz,19,Uruguay,72,Liverpool Fútbol Club,Right,3,2,CDM,176,69,29
256692,M. Name,27,Senegal,71,Paris FC,Right,4,2,CAM,183,73,5
124375,B. Yılmaz,36,Turkey,77,Fortuna Sittard,Right,4,3,ST,188,77,17
269778,O. Kukoč,22,United Kingdom,75,AFC Richmond,Right,3,3,SUB,174,61,7
211108,22 Fei Nanduo,28,China PR,77,Guangzhou FC,Left,3,4,RM,174,65,19
211784,N. Maupay,25,France,76,Brighton & Hove Albion,Right,4,3,SUB,173,69,9
244895,A. Yusuf,21,Nigeria,70,Royal Antwerp FC,Right,3,3,CDM,173,66,8
216194,Dani García,32,Spain,75,Athletic Club de Bilbao,Right,3,3,SUB,180,81,14
189725,T. Cleverley,32,United Kingdom,73,Watford,Right,3,3,RCM,175,67,8
257536,J. Kuchta,25,Czech Republic,77,AC Sparta Praha,Right,3,2,ST,185,80,9
237153,L. Blessing,25,Ghana,70,Los Angeles FC,Right,4,3,SUB,160,64,7
199231,Kim Tae Hwan,32,Korea Republic,72,Ulsan Hyundai FC,Right,3,3,RB,177,72,23
231352,T. Abraham,24,United Kingdom,82,Roma,Right,3,3,ST,195,86,9
247832,Thierry Correia,23,Portugal,76,Valencia CF,Right,4,3,RB,176,69,2
139068,Nani,35,Portugal,77,Melbourne Victory,Right,5,4,RM,177,72,17
240992,N. Estévez,26,Argentina,69,Parma,Right,3,3,LDM,181,77,8
224389,J. Larsson,25,Sweden,74,FC Schalke 04,Left,3,3,SUB,175,68,7
190885,A. Smith,31,United Kingdom,74,AFC Bournemouth,Right,3,3,RB,180,78,15
254487,Matheus Henrique,24,Brazil,74,U.S. Sassuolo Calcio,Right,4,3,SUB,175,71,7
258615,Zarraga,23,Spain,73,Athletic Club de Bilbao,Right,3,3,SUB,175,76,19
257279,Álex Baena,20,Spain,74,Villarreal CF,Right,4,3,SUB,174,69,17
228312,R. Lod,29,Finland,73,Minnesota United FC,Left,4,3,RCM,181,82,8
201153,Morata,29,Spain,80,Atlético de Madrid,Right,4,3,SUB,190,84,19
240740,C. Hudson-Odoi,21,United Kingdom,77,Chelsea,Right,3,4,SUB,177,79,20
210930,Carles Gil,29,Spain,80,New England Revolution,Left,4,4,CAM,170,65,10
181318,A. Ekdal,32,Sweden,75,Spezia,Right,3,3,LCM,186,82,8
199069,V. Aboubakar,30,Cameroon,75,Al Nassr,Right,4,4,ST,184,82,26
223197,E. Ünal,25,Turkey,78,Getafe CF,Right,3,3,LS,187,78,10
222240,Ji Xiang,32,China PR,70,Shandong Taishan,Right,4,3,SUB,185,75,24
239015,E. Dennis,24,Nigeria,76,Watford,Right,3,4,LW,175,66,25
193425,22 H. Behrens,31,Germany,70,F.C. Hansa Rostock,Right,3,3,CAM,188,82,17
241486,J. Koundé,23,France,84,FC Barcelona,Right,3,2,RCB,181,75,25
271294,O. Shukurov,26,Uzbekistan,70,Fatih Karagümrük S.K.,Right,4,2,LW,183,77,29
45674,17 M. Essien,33,Ghana,74,Panathinaikos FC,Right,4,3,RES,177,85,2
183899,P. Piatti,33,Argentina,74,Estudiantes de La Plata,Left,2,3,SUB,163,63,31
240702,R. Yaremchuk,26,Ukraine,76,SL Benfica,Right,3,3,SUB,193,83,9
246608,22 Fidalgo,24,Spain,73,Club América,Right,4,4,RDM,172,70,8
242534,C. Cásseres Jr,22,Venezuela,71,New York Red Bulls,Right,4,3,LDM,175,68,23
201290,R. Žulj,30,Austria,75,LASK Linz,Right,3,3,CAM,189,89,10
210381,C. Lykogiannis,28,Greece,73,Bologna,Left,3,2,SUB,190,87,22
231838,M. Wöber,24,Austria,75,FC Red Bull Salzburg,Left,3,2,LCB,189,82,39
183883,19 S. Tshabalala,33,South Africa,76,BB Erzurumspor,Left,2,4,CAM,170,65,33
212941,16 Mayke,22,Brazil,74,Cruzeiro,Right,3,2,RB,178,68,22
246284,Óscar Gil,24,Spain,76,RCD Espanyol de Barcelona,Right,3,3,RB,173,70,2
218623,Cafú,29,Portugal,69,Nottingham Forest,Right,3,3,SUB,185,82,18
244176,D. Undav,25,Germany,77,Brighton & Hove Albion,Right,5,3,SUB,178,86,21
234774,K. Laifis,29,Cyprus,72,Standard de Liège,Left,3,2,LCB,186,84,34
45661,12 Raúl,34,Spain,81,FC Schalke 04,Left,4,3,CAM,180,68,7
205175,A. Milik,28,Poland,79,Olympique de Marseille,Left,3,3,ST,186,80,9
240915,Miranda,22,Spain,76,Real Betis Balompié,Left,3,3,SUB,185,79,33
255742,R. Hatate,24,Japan,72,Celtic,Right,3,2,SUB,171,70,41
254206,A. Alvarado,23,Ecuador,72,LDU Quito,Right,3,4,LM,165,69,8
241487,J. Ferreira,21,United States,74,FC Dallas,Right,4,2,ST,173,64,10
203263,H. Maguire,29,United Kingdom,81,Manchester United,Right,3,2,RCB,194,100,5
259281,T. Monare,32,South Africa,66,Orlando Pirates,Right,3,2,RES,178,73,16
248573,J. Dina Ebimbe,21,France,71,Paris Saint-Germain,Right,3,3,RES,183,81,28
232477,S. Al Ghannam,28,Saudi Arabia,72,Al Nassr,Right,4,3,RB,170,62,2
199504,T. Xhaka,31,Albania,70,FC Basel 1893,Right,4,3,LDM,172,72,34
39943,14 J. Park,32,Korea Republic,78,PSV,Right,3,3,RCM,178,73,33
246748,Aihen Muñoz,24,Spain,75,Real Sociedad,Left,3,3,SUB,175,68,12
257889,K. Jakić,25,Croatia,76,Eintracht Frankfurt,Right,3,2,SUB,181,75,16
229188,V. Pavlidis,23,Greece,76,AZ Alkmaar,Right,4,3,ST,185,82,9
224422,J. Boga,25,Côte d'Ivoire,77,Atalanta,Right,3,4,SUB,172,68,10
189454,D. Díaz,36,Ecuador,75,Barcelona Sporting Club,Right,4,4,CAM,174,67,10
223790,S. Becker,27,Suriname,76,1. FC Union Berlin,Right,2,3,LS,180,77,27
225719,K. Iheanacho,25,Nigeria,77,Leicester City,Left,3,4,SUB,185,82,14
236530,L. O'Brien,23,United Kingdom,73,Nottingham Forest,Left,2,3,RCM,173,63,14
193910,A. Forshaw,30,United Kingdom,73,Leeds United,Right,3,3,SUB,174,71,4
265395,22 A. Sutormin,27,Russia,72,,Right,3,2,SUB,188,79,18
256769,A. Truffert,20,France,75,Stade Rennais FC,Left,3,2,SUB,173,63,3
210688,A. Trondsen,27,Norway,68,Trabzonspor,Left,3,3,RES,183,78,15
220196,D. Brooks,24,Wales,76,AFC Bournemouth,Left,3,4,RES,180,62,7
255487,S. Bendebka,29,Algeria,70,Al Fateh,Right,2,3,CAM,181,72,28
177392,21 D. Mbokani,34,Congo DR,77,Royal Antwerp FC,Right,4,3,RS,185,73,70
229359,Jorge Miramón,33,Spain,71,CD Leganés,Right,3,3,RB,175,74,21
224179,Borja Iglesias,29,Spain,81,Real Betis Balompié,Right,3,3,ST,187,86,9
214207,F. Pardo,31,Colombia,73,Independiente Medellín,Right,4,3,RM,178,81,17
245541,G. Reyna,19,United States,77,Borussia Dortmund,Right,2,4,SUB,185,79,7
246183,T. Wiesner,24,Czech Republic,73,AC Sparta Praha,Right,2,2,SUB,176,72,28
187598,Rafael Tolói,31,Italy,81,Atalanta,Right,3,2,RCB,185,75,2
252008,22 I. Reyes,21,Mexico,74,Puebla FC,Right,4,2,LCM,179,73,12
203581,I. Balliu,30,Albania,75,Rayo Vallecano,Right,3,3,RB,174,65,20
215081,G. Hachen,31,Argentina,70,Club Atlético Independiente,Left,3,3,SUB,168,65,19
233982,Vágner Corraldo,22,Brazil,73,Club Athletico Paranaense,Left,3,3,LM,175,70,10
153177,M. Zárate,35,Argentina,73,Platense,Right,4,4,CAM,175,77,10
241071,Moreto Cassamá,24,Guinea Bissau,71,Stade de Reims,Right,3,3,SUB,165,63,23
235515,Benito,26,Spain,71,Unión Deportiva Las Palmas,Left,3,3,SUB,179,70,11
186581,20 K. Honda,33,Japan,75,Vitesse,Left,3,4,SUB,182,74,33
221969,F. Mladenović,30,Serbia,69,Legia Warszawa,Left,3,3,LB,180,64,25
213439,J. Osorio,30,Canada,74,Toronto FC,Right,5,3,SUB,175,68,21
201103,22 Diego Rigonato,33,Brazil,69,Deportivo Toluca,Left,2,3,SUB,175,76,33
225995,P. Stojanović,26,Slovenia,75,Empoli,Right,3,3,RB,178,72,30
216350,A. Ademi,31,North Macedonia,74,Dinamo Zagreb,Right,3,3,LCM,185,79,5
243559,De Frutos,25,Spain,77,Levante Unión Deportiva,Right,4,4,SUB,176,71,18
216054,22 N. Domínguez,31,Argentina,74,Racing Club,Right,3,3,SUB,183,71,23
202048,C. Coady,29,United Kingdom,79,Everton,Right,3,2,SUB,186,80,30
231138,C. Bassogog,26,Cameroon,74,Shanghai Shenhua FC,Left,2,4,LS,173,72,17
228509,J. Reine-Adélaïde,24,France,74,Olympique Lyonnais,Right,3,4,SUB,184,75,22
218746,Pozo,26,Spain,73,Rayo Vallecano,Right,4,3,SUB,171,67,22
224013,Sergi Canós,25,Spain,72,Brentford,Right,3,3,SUB,175,66,7
194794,A. Yarmolenko,32,Ukraine,75,Al Ain FC,Left,2,4,RM,189,76,7
222844,Walace,27,Brazil,74,Udinese Calcio,Right,3,3,LDM,188,75,11
237034,Cucho Hernández,23,Colombia,75,Columbus Crew,Right,4,3,ST,176,73,9
213114,22 D. Rolán,28,Uruguay,72,Fútbol Club Juárez,Right,4,4,SUB,175,70,9
230042,21 Y. Aït Bennasser,23,Morocco,73,AS Monaco,Right,3,3,RES,184,74,41
190544,22 A. Ljajić,29,Serbia,74,Beşiktaş JK,Right,4,4,RES,182,80,22
210007,André Ramalho,30,Brazil,76,PSV,Right,5,2,SUB,182,78,5
187858,P. Mpoku,30,Congo DR,70,İttifak Holding Konyaspor,Right,4,4,SUB,180,79,40
219693,Diego Carlos,29,Brazil,83,Aston Villa,Right,4,3,LCB,185,86,3
236264,22 P. Aquino,26,Peru,76,Club América,Right,3,2,SUB,175,74,5
206516,W. Hughes,27,United Kingdom,75,Crystal Palace,Left,3,4,SUB,185,74,19
214491,22 L. Quiñones,30,Colombia,76,Tigres U.A.N.L.,Left,3,3,RM,178,66,23
255565,K. Mitoma,25,Japan,74,Brighton & Hove Albion,Right,3,4,SUB,178,71,22
202201,J. Gouweleeuw,30,Netherlands,75,FC Augsburg,Right,2,2,RES,188,83,6
193470,A. Souquet,30,France,74,Montpellier Hérault SC,Right,3,3,SUB,179,74,2
229453,Gil Dias,25,Portugal,72,SL Benfica,Left,4,4,RES,184,78,31
41,22 Iniesta,37,Spain,79,Vissel Kobe,Right,4,4,CAM,171,68,8
215057,I. Marcone,32,Argentina,76,Club Atlético Independiente,Right,3,3,CDM,182,79,23
240458,Ander Guevara,24,Spain,76,Real Sociedad,Right,3,3,SUB,180,73,16
239861,A. Hassan,28,Qatar,70,,Left,3,2,LWB,186,81,3
193886,22 D. Didavi,31,Germany,71,VfB Stuttgart,Left,3,3,RES,180,77,10
238235,H. Vetlesen,22,Norway,69,FK Bodø/Glimt,Right,4,3,RCM,174,72,10
201066,22 D. Kaiser,32,Germany,69,Hannover 96,Right,4,3,RDM,171,69,13
192449,22 M. Stiepermann,30,Germany,69,SC Paderborn 07,Left,2,3,RES,190,86,22
205156,Choi Young Joon,30,Korea Republic,72,Jeju United FC,Right,3,3,LCM,181,76,6
204738,22 R. Ibarra,30,Ecuador,74,Club Tijuana,Right,3,3,RM,175,76,5
255137,J. Cifuentes,23,Ecuador,73,Los Angeles FC,Right,4,3,RCM,173,70,20
204102,Y. Ayoub,28,Morocco,67,Excelsior,Left,3,3,SUB,174,70,21
198118,J. Guilavogui,31,France,75,VfL Wolfsburg,Right,3,2,SUB,188,77,29
198368,22 Tomás Pina,33,Spain,76,Deportivo Alavés,Right,3,3,CDM,184,78,8
190549,M. Henriksen,29,Norway,72,Rosenborg BK,Right,2,3,CB,187,85,7
216388,A. Saint-Maximin,25,France,81,Newcastle United,Right,4,5,LW,173,67,10
198861,N. Mendy,30,Senegal,74,Leicester City,Right,3,3,SUB,167,73,24
231089,I. Sissoko,24,France,75,RC Strasbourg Alsace,Right,4,3,SUB,193,90,27
213301,S. Horvath,25,Austria,71,LASK Linz,Right,4,3,SUB,168,60,30
236679,Melendo,24,Spain,78,Granada CF,Left,2,4,SUB,167,63,24
232432,L. Jović,24,Serbia,79,Fiorentina,Right,5,3,ST,182,85,7
251566,Gabriel Martinelli,21,Brazil,78,Arsenal,Right,3,4,LM,178,75,11
172316,22 Coke,34,Spain,70,Levante Unión Deportiva,Right,4,3,RES,177,74,23
224151,H. Martín,29,Mexico,76,,Right,3,3,SUB,177,83,20
237942,P. Estupiñán,24,Ecuador,79,Villarreal CF,Left,3,3,LB,175,78,12
211368,Bruma,27,Portugal,77,Fenerbahçe SK,Right,3,4,SUB,173,70,22
123621,19 S. Muntari,33,Ghana,72,Albacete BP,Left,2,3,SUB,179,76,6
240095,L. Štulac,27,Slovenia,71,Empoli,Right,3,2,CM,175,70,5
212755,J. Hendrix,27,Netherlands,73,Feyenoord,Left,2,2,SUB,181,75,16
185349,D. Odoi,34,Ghana,72,Club Brugge KV,Right,3,3,SUB,178,75,6
236830,Z. Youssouf,22,France,72,Futebol Clube de Famalicão,Left,3,3,SUB,182,81,28
242187,C. Baumgartner,22,Austria,78,TSG Hoffenheim,Right,3,3,LM,180,73,19
235983,Álex Pozo,23,Spain,72,Unión Deportiva Almería,Right,3,3,RB,173,62,17
247181,G. Plata,21,Ecuador,77,Real Valladolid CF,Left,3,4,RM,178,65,11
254183,Á. Romero,31,Peru,68,Cienciano,Right,2,2,RCM,181,73,4
258775,L. Sučić,19,Croatia,73,FC Red Bull Salzburg,Left,3,3,LCM,185,71,21
247263,E. Tapsoba,23,Burkina Faso,81,Bayer 04 Leverkusen,Right,3,2,LCB,194,85,12
226604,D. Valoyes,25,Colombia,74,Club Atlético Talleres,Right,4,3,RM,181,76,7
41874,18 B. Pedretti,36,France,72,AS Nancy Lorraine,Right,4,2,SUB,178,72,25
254587,M. Esquivel,23,Argentina,68,Club Atlético Talleres,Left,3,3,CAM,167,64,32
230426,Arturo Inálcio,22,Brazil,78,Flamengo,Right,3,2,RCM,170,60,19
244472,J. Cajuste,22,Sweden,72,Stade de Reims,Right,4,3,SUB,188,77,8
227600,J. Andersson,25,Sweden,73,FC Midtjylland,Right,4,3,RWB,178,68,6
208053,D. Pelkas,28,Greece,74,Fenerbahçe SK,Right,3,3,RES,175,69,14
253004,Ansu Fati,19,Spain,79,FC Barcelona,Right,4,4,SUB,178,66,10
215574,E. Rakip,26,North Macedonia,68,Malmö FF,Right,2,3,SUB,178,71,7
207939,22 G. Pizarro,31,Argentina,76,Tigres U.A.N.L.,Right,3,2,RCM,185,78,19
222692,B. Schmitz,27,Germany,75,1. FC Köln,Right,4,2,RB,182,75,2
237161,S. Longstaff,24,United Kingdom,74,Newcastle United,Right,3,2,SUB,180,65,36
239119,L. Leahy,29,United Kingdom,67,Shrewsbury Town,Left,2,3,LCM,178,73,3
221342,Pablo Maffeo,24,Spain,78,RCD Mallorca,Right,3,3,RWB,172,70,15
225945,20 Thiago Maia,22,Brazil,74,LOSC Lille,Left,3,3,SUB,179,79,20
256079,M. Caicedo,20,Ecuador,70,Brighton & Hove Albion,Right,3,3,CM,178,71,25
189484,22 D. Santon,30,Italy,72,Roma,Right,3,3,RES,187,77,18
189679,14 V. Weiss,23,Slovakia,79,Olympiacos CFP,Right,3,3,SUB,173,71,79
216820,M. Simon,26,Nigeria,77,FC Nantes,Right,4,4,LS,168,69,27
246762,S. Koita,22,Mali,72,FC Red Bull Salzburg,Left,4,3,SUB,173,67,20
189505,Pedro,34,Spain,79,Lazio,Right,5,4,SUB,169,65,9
226012,R. Manning,26,Republic of Ireland,71,Swansea City,Left,3,3,SUB,173,72,18
190223,Balenziaga,34,Spain,75,Athletic Club de Bilbao,Left,3,3,SUB,177,77,24
243630,J. David,22,Canada,79,LOSC Lille,Right,5,3,RM,180,77,9
246430,D. Vlahović,22,Serbia,84,Juventus,Left,3,3,ST,190,75,9
225733,Cesinha,32,Brazil,75,Daegu FC,Right,5,5,LW,177,74,11
243657,J. Garner,21,United Kingdom,72,Manchester United,Right,3,3,SUB,182,80,37
200443,B. Douglas,32,Scotland,68,Lech Poznań,Left,3,3,SUB,176,70,3
208330,22 A. Januzaj,26,Belgium,81,Real Sociedad,Left,4,4,RW,186,75,11
230269,Claudio Coíntra,26,Brazil,77,Palmeiras,Left,5,4,CAM,174,71,29
194017,A. Weimann,30,Austria,73,Bristol City,Right,3,3,SUB,178,76,10
260823,N. Fagioli,21,Italy,73,Juventus,Right,4,3,SUB,178,72,41
175379,22 Pedro León,34,Spain,76,CF Fuenlabrada,Right,3,4,RM,183,73,14
246803,D. Jones,25,United States,71,New England Revolution,Right,5,2,LB,180,75,24
222537,21 Zizo,24,Egypt,72,,Right,4,3,SUB,174,67,21
162981,19 J. Morrison,32,Scotland,71,West Bromwich Albion,Right,3,3,SUB,178,64,7
215871,A. Jahanbakhsh,28,Iran,72,Feyenoord,Right,4,3,SUB,180,78,7
192641,K. Vogt,30,Germany,76,TSG Hoffenheim,Right,3,2,RCB,194,87,22
251392,T. Krauß,21,Germany,71,FC Schalke 04,Right,3,2,RCM,182,72,6
224842,G. Docherty,25,Scotland,67,Hull City,Right,3,3,SUB,177,72,8
230681,G. Pezzella,24,Italy,75,Parma,Left,3,3,SUB,187,81,2
196889,S. Verdi,29,Italy,75,Torino F.C.,Left,5,4,RF,174,72,24
213147,J. Allen,27,United Kingdom,69,Coventry City,Right,3,2,LCM,170,66,8
233631,A. Ndiaye,25,Senegal,73,RCD Mallorca,Right,4,4,SUB,173,70,23
